,date,Farenheit,clouds_all,weather_description
610,2014-06-03,74.56066667,0,Sky is Clear
611,2014-06-04,69.145,44,moderate rain
612,2014-06-05,66.41375,76,broken clouds
613,2014-06-06,67.59791667,32,light rain
614,2014-06-07,69.82666667,0,light rain
615,2014-06-08,73.21541667,0,Sky is Clear
616,2014-06-09,66.51375,12,few clouds
617,2014-06-10,67.82190476,92,mist
618,2014-06-11,66.7134375,80,haze
619,2014-06-12,63.76590909,88,overcast clouds
620,2014-13-06,67.57030303,92,light rain
621,2014-14-06,68.49228571,88,heavy intensity rain
622,2014-15-06,66.725,0,Sky is Clear
623,2014-16-06,70.84541667,0,Sky is Clear
624,2014-17-06,76.62083333,76,broken clouds
625,2014-18-06,83.0304,0,Sky is Clear
626,2014-19-06,72.845,0,Sky is Clear
627,2014-20-06,71.32875,24,few clouds
628,2014-21-06,69.6675,8,sky is clear
629,2014-22-06,68.6192,0,Sky is Clear
630,2014-23-06,70.99791667,68,broken clouds
631,2014-24-06,72.79958333,44,very heavy rain
632,2014-25-06,74.92407407,0,Sky is Clear
633,2014-26-06,75.7940625,80,light rain
634,2014-27-06,75.29875,44,scattered clouds
635,2014-28-06,74.92291667,48,scattered clouds
636,2014-29-06,74.52125,32,scattered clouds
637,2014-30-06,75.47541667,48,scattered clouds
638,2014-07-01,79.835,0,Sky is Clear
639,2014-07-02,81.67071429,20,few clouds
640,2014-07-03,77.28894737,56,moderate rain
641,2014-07-04,71.58181818,80,heavy intensity rain
642,2014-07-05,71.48708333,36,moderate rain
643,2014-07-06,75.71541667,20,few clouds
644,2014-07-07,80.45583333,75,broken clouds
645,2014-07-08,81.87535714,40,scattered clouds
646,2014-07-09,79.99333333,75,broken clouds
647,2014-07-10,75.44416667,75,dust
648,2014-07-11,76.09666667,75,broken clouds
649,2014-07-12,75.74884615,75,broken clouds
650,2014-13-07,76.99291667,40,scattered clouds
651,2014-14-07,76.88419355,75,broken clouds
652,2014-15-07,76.62666667,90,thunderstorm with heavy rain
653,2014-16-07,73.692,90,thunderstorm with heavy rain
654,2014-17-07,72.47083333,75,broken clouds
655,2014-18-07,71.2852,40,scattered clouds
656,2014-19-07,70.90041667,75,broken clouds
657,2014-20-07,71.1075,75,broken clouds
658,2014-21-07,72.00708333,20,few clouds
659,2014-22-07,76.54541667,20,few clouds
660,2014-23-07,79.52708333,20,few clouds
661,2014-24-07,76.46555556,90,thunderstorm
662,2014-25-07,73.25625,66,broken clouds
663,2014-26-07,72.84666667,40,scattered clouds
664,2014-27-07,75.82814815,75,broken clouds
665,2014-28-07,75.696,92,overcast clouds
666,2014-29-07,68.60208333,75,light rain
667,2014-30-07,68.30916667,75,broken clouds
668,2014-31-07,70.1692,20,few clouds
669,2014-08-01,73.11375,75,broken clouds
670,2014-08-02,68.71857143,88,overcast clouds
671,2014-08-03,68.01645161,75,broken clouds
672,2014-08-04,73.795,75,broken clouds
673,2014-08-05,74.97357143,75,broken clouds
674,2014-08-06,74.6276,40,light rain
675,2014-08-07,71.52833333,40,scattered clouds
676,2014-08-08,69.90458333,40,dust
677,2014-08-09,71.42458333,20,few clouds
678,2014-08-10,74.21444444,40,scattered clouds
679,2014-08-11,74.81185185,75,scattered clouds
680,2014-08-12,70.30375,64,broken clouds
681,2014-13-08,71.43,92,light rain
682,2014-14-08,67.54423077,0,Sky is Clear
683,2014-15-08,67.15583333,88,overcast clouds
684,2014-16-08,68.5212,76,broken clouds
685,2014-17-08,69.2528125,12,few clouds
686,2014-18-08,69.74076923,0,Sky is Clear
687,2014-19-08,69.33055556,0,Sky is Clear
688,2014-20-08,72.54783784,1,sky is clear
689,2014-21-08,71.73807018,75,broken clouds
690,2014-22-08,68.71209677,75,thunderstorm with heavy rain
691,2014-23-08,68.159,90,overcast clouds
692,2014-24-08,67.77209302,75,broken clouds
693,2014-25-08,68.32636364,40,scattered clouds
694,2014-26-08,73.02166667,40,scattered clouds
695,2014-27-08,75.14575,40,scattered clouds
696,2014-28-08,74.31727273,40,mist
697,2014-29-08,67.21952381,40,scattered clouds
698,2014-30-08,67.88142857,75,broken clouds
699,2014-31-08,76.69233333,90,overcast clouds
700,2014-09-01,77.0109434,90,heavy intensity rain
701,2014-09-02,78.24672727,75,light rain
702,2014-09-03,77.838,40,scattered clouds
703,2014-09-04,74.32238095,40,scattered clouds
704,2014-09-05,75.20980769,40,scattered clouds
705,2014-09-06,78.86102041,40,scattered clouds
706,2014-09-07,69.37772727,75,light rain
707,2014-09-08,65.94707317,75,broken clouds
708,2014-09-09,66.05657143,75,broken clouds
709,2014-09-10,68.15566038,90,overcast clouds
710,2014-09-11,71.35272727,75,broken clouds
711,2014-09-12,67.6325,75,scattered clouds
712,2014-13-09,61.51921569,76,broken clouds
713,2014-14-09,58.42809524,90,light rain
714,2014-15-09,58.383,75,broken clouds
715,2014-16-09,60.12173913,75,broken clouds
716,2014-17-09,58.08021277,40,scattered clouds
717,2014-18-09,59.11138889,40,scattered clouds
718,2014-19-09,59.17641026,40,scattered clouds
719,2014-20-09,62.62621622,40,scattered clouds
720,2014-21-09,67.97965517,40,scattered clouds
721,2014-22-09,65.83133333,75,mist
722,2014-23-09,54.93969697,40,scattered clouds
723,2014-24-09,60.42208333,20,few clouds
724,2014-25-09,60.77078947,75,broken clouds
725,2014-26-09,63.45625,75,broken clouds
726,2014-27-09,65.69230769,20,few clouds
727,2014-28-09,65.88032258,1,sky is clear
728,2014-29-09,67.1604,75,broken clouds
729,2014-30-09,66.72571429,90,light rain
730,2014-10-01,62.56304348,90,overcast clouds
731,2014-10-02,62.79068966,90,overcast clouds
732,2014-10-03,61.6646875,90,overcast clouds
733,2014-10-04,63.68425,75,broken clouds
734,2014-10-05,51.54833333,40,scattered clouds
735,2014-10-06,53.7908,40,scattered clouds
736,2014-10-07,65.0664,40,scattered clouds
737,2014-10-08,65.57966667,90,overcast clouds
738,2014-10-09,59.02041667,40,scattered clouds
739,2014-10-10,54.76875,75,broken clouds
740,2014-10-11,53.04090909,90,overcast clouds
741,2014-10-12,48.75529412,75,mist
742,2014-13-10,55.60970588,40,scattered clouds
743,2014-14-10,64.75977273,90,light intensity drizzle
744,2014-15-10,71.919,75,broken clouds
745,2014-16-10,69.07487805,75,light rain
746,2014-17-10,62.13115385,40,scattered clouds
747,2014-18-10,60.77833333,40,scattered clouds
748,2014-19-10,53.25541667,75,broken clouds
749,2014-20-10,46.01041667,20,few clouds
750,2014-21-10,55.87185185,75,broken clouds
751,2014-22-10,54.75804348,90,moderate rain
752,2014-23-10,52.0247619,90,heavy intensity rain
753,2014-24-10,55.44916667,90,overcast clouds
754,2014-25-10,56.41916667,75,broken clouds
755,2014-26-10,57.53125,75,broken clouds
756,2014-27-10,54.62,75,broken clouds
757,2014-28-10,55.425,75,broken clouds
758,2014-29-10,58.04181818,75,broken clouds
759,2014-30-10,49.7159375,75,mist
760,2014-31-10,44.554,20,few clouds
761,2014-11-01,46.95806452,90,overcast clouds
762,2014-11-02,43.79769231,90,moderate rain
763,2014-11-03,46.20166667,20,few clouds
764,2014-11-04,55.875,40,scattered clouds
765,2014-11-05,57.18125,75,broken clouds
766,2014-11-06,48.95804878,90,overcast clouds
767,2014-11-07,48.0515625,90,mist
768,2014-11-08,39.70916667,40,scattered clouds
769,2014-11-09,48.1776,59,broken clouds
770,2014-11-10,45.77125,75,broken clouds
771,2014-11-11,50.4264,40,scattered clouds
772,2014-11-12,56.66387097,75,broken clouds
773,2014-13-11,42.6808,1,sky is Clear
774,2014-14-11,37.17,90,light rain
775,2014-15-11,32.00791667,1,sky is clear
776,2014-16-11,32.8444,30,scattered clouds
777,2014-17-11,41.33714286,90,overcast clouds
778,2014-18-11,35.1956,90,mist
779,2014-19-11,25.23958333,40,scattered clouds
780,2014-20-11,34.21541667,47,scattered clouds
781,2014-21-11,31.05666667,20,few clouds
782,2014-22-11,29.7416,10,sky is Clear
783,2014-23-11,45.408,75,broken clouds
784,2014-24-11,56.911875,36,moderate rain
785,2014-25-11,57.65041667,10,sky is Clear
786,2014-26-11,38.88485714,75,broken clouds
787,2014-27-11,35.53033333,90,overcast clouds
788,2014-28-11,31.82666667,90,overcast clouds
789,2014-29-11,27.09416667,20,few clouds
790,2014-30-11,41.5268,90,overcast clouds
791,2014-12-01,49.4736,90,haze
792,2014-12-02,37.87135135,90,moderate rain
793,2014-12-03,41.58836364,90,haze
794,2014-12-04,39.1875,40,scattered clouds
795,2014-12-05,36.06633333,75,broken clouds
796,2014-12-06,41.64315789,90,moderate rain
797,2014-12-07,39.74258065,90,moderate rain
798,2014-12-08,28.25807692,1,sky is clear
799,2014-12-09,37.7604878,90,overcast clouds
800,2014-12-10,37.98069767,90,light intensity drizzle
801,2014-12-11,32.91636364,90,snow
802,2014-12-12,33.72375,75,broken clouds
803,2014-13-12,37.05875,75,mist
804,2014-14-12,39.9412,75,broken clouds
805,2014-15-12,39.83,20,mist
806,2014-16-12,40.07138889,20,light rain
807,2014-17-12,44.95782609,90,moderate rain
808,2014-18-12,39.4796,90,overcast clouds
809,2014-19-12,35.98166667,75,broken clouds
810,2014-20-12,31.1425,90,overcast clouds
811,2014-21-12,32.57777778,90,overcast clouds
812,2014-22-12,37.03219512,90,mist
813,2014-23-12,44.92,90,overcast clouds
814,2014-24-12,46.21920635,90,light intensity drizzle
815,2014-25-12,53.7116,90,light rain
816,2014-26-12,40.49791667,20,few clouds
817,2014-27-12,39.64833333,0,Sky is Clear
818,2014-28-12,41.76916667,0,Sky is Clear
819,2014-29-12,38.22375,92,overcast clouds
820,2014-30-12,29.05625,62,broken clouds
821,2014-31-12,23.17041667,0,Sky is Clear
822,2015-01-01,24.75541667,0,Sky is Clear
823,2015-01-02,33.825,0,Sky is Clear
824,2015-01-03,27.48625,0,Sky is Clear
825,2015-01-04,41.38166667,92,moderate rain
826,2015-01-05,39.61666667,92,light rain
827,2015-01-06,20.4325,0,Sky is Clear
828,2015-01-07,18.27416667,32,scattered clouds
829,2015-01-08,12.4675,12,few clouds
830,2015-01-09,21.68083333,0,Sky is Clear
831,2015-01-10,15.88958333,0,Sky is Clear
832,2015-01-11,15.40541667,0,Sky is Clear
833,2015-01-12,27.69541667,44,scattered clouds
834,2015-13-01,27.27666667,76,broken clouds
835,2015-14-01,17.09583333,8,sky is clear
836,2015-15-01,20.12291667,76,broken clouds
837,2015-16-01,24.64416667,0,Sky is Clear
838,2015-17-01,17.37791667,32,scattered clouds
839,2015-18-01,26.26875,20,few clouds
840,2015-19-01,33.47,88,moderate rain
841,2015-20-01,27.97875,0,Sky is Clear
842,2015-21-01,22.76791667,0,Sky is Clear
843,2015-22-01,27.15708333,76,broken clouds
844,2015-23-01,24.87416667,0,sky is Clear
845,2015-24-01,30.30416667,68,broken clouds
846,2015-25-01,31.12708333,40,light rain
847,2015-26-01,22.62125,0,Sky is Clear
848,2015-27-01,24.88291667,92,light snow
849,2015-28-01,20.43791667,88,overcast clouds
850,2015-29-01,14.30791667,0,sky is Clear
851,2015-30-01,28.82875,92,overcast clouds
852,2015-31-01,19.3525,26,scattered clouds
853,2015-02-01,20.82958333,0,Sky is Clear
854,2015-02-02,30.34041667,77,broken clouds
855,2015-02-03,20.41791667,46,sky is Clear
856,2015-02-04,19.97416667,0,Sky is Clear
857,2015-02-05,26.63958333,8,sky is clear
858,2015-02-06,13.30708333,0,Sky is Clear
859,2015-02-07,17.80833333,8,sky is clear
860,2015-02-08,28.215,58,broken clouds
861,2015-02-09,34.27208333,80,broken clouds
862,2015-02-10,32.49333333,92,overcast clouds
863,2015-02-11,24.73708333,0,sky is Clear
864,2015-02-12,22.91041667,44,scattered clouds
865,2015-13-02,16.09458333,0,Sky is Clear
866,2015-14-02,12.14166667,0,Sky is Clear
867,2015-15-02,16.49291667,32,scattered clouds
868,2015-16-02,10.5925,0,light snow
869,2015-17-02,13.77708333,48,scattered clouds
870,2015-18-02,10.42875,0,Sky is Clear
871,2015-19-02,14.34416667,68,broken clouds
872,2015-20-02,7.0675,20,few clouds
873,2015-21-02,6.565416667,0,Sky is Clear
874,2015-22-02,33.78416667,92,overcast clouds
875,2015-23-02,25.29125,48,scattered clouds
876,2015-24-02,8.015416667,0,Sky is Clear
877,2015-25-02,16.95,44,scattered clouds
878,2015-26-02,16.48541667,0,Sky is Clear
879,2015-27-02,18.08125,73,broken clouds
880,2015-28-02,12.81125,0,Sky is Clear
881,2015-03-01,14.22541667,0,Sky is Clear
882,2015-03-02,29.18875,92,overcast clouds
883,2015-03-03,21.19416667,0,sky is Clear
884,2015-03-04,37.68761905,92,overcast clouds
885,2015-03-05,31.13459016,90,overcast clouds
886,2015-03-06,18.46178571,90,light snow
887,2015-03-07,22.9412,57,broken clouds
888,2015-03-08,36.76916667,75,broken clouds
889,2015-03-09,39.59833333,20,few clouds
890,2015-03-10,35.50958333,20,few clouds
891,2015-03-11,43.44166667,84,moderate rain
892,2015-03-12,37.25041667,38,scattered clouds
893,2015-13-03,31.62333333,0,sky is Clear
894,2015-14-03,39.62583333,84,broken clouds
895,2015-15-03,40.87875,86,light rain
896,2015-16-03,38.60166667,22,few clouds
897,2015-17-03,43.58416667,46,scattered clouds
898,2015-18-03,33.11833333,12,few clouds
899,2015-19-03,32.20291667,10,sky is Clear
900,2015-20-03,30.48923077,0,sky is Clear
901,2015-21-03,32.05875,92,light snow
902,2015-22-03,33.67125,0,sky is Clear
903,2015-23-03,29.03958333,0,sky is Clear
904,2015-24-03,29.63625,6,sky is Clear
905,2015-25-03,32.83916667,4,sky is Clear
906,2015-26-03,43.47791667,92,light rain
907,2015-27-03,43.81375,92,light rain
908,2015-28-03,35.35916667,92,overcast clouds
909,2015-29-03,32.77708333,84,broken clouds
910,2015-30-03,37.93583333,0,Sky is Clear
911,2015-31-03,41.73625,18,light snow
912,2015-04-01,37.63458333,40,light rain
913,2015-04-02,41.98458333,0,sky is Clear
914,2015-04-03,57.84916667,12,few clouds
915,2015-04-04,49.39458333,86,overcast clouds
916,2015-04-05,44.7475,0,sky is Clear
917,2015-04-06,48.17375,68,broken clouds
918,2015-04-07,54.98625,10,sky is Clear
919,2015-04-08,42.61083333,92,light rain
920,2015-04-09,40.56625,92,light rain
921,2015-04-10,46.14208333,92,light rain
922,2015-04-11,51.73625,58,broken clouds
923,2015-04-12,47.17041667,0,sky is Clear
924,2015-13-04,50.17583333,0,sky is Clear
925,2015-14-04,58.14333333,0,sky is Clear
926,2015-15-04,52.89958333,92,overcast clouds
927,2015-16-04,52.37208333,20,few clouds
928,2015-17-04,56.31125,68,broken clouds
929,2015-18-04,59.72416667,32,scattered clouds
930,2015-19-04,56.82208333,10,sky is Clear
931,2015-20-04,50.515,44,scattered clouds
932,2015-21-04,55.41041667,86,light rain
933,2015-22-04,50.58083333,0,Sky is Clear
934,2015-23-04,45.01458333,0,light rain
935,2015-24-04,40.81125,32,scattered clouds
936,2015-25-04,43.56291667,0,Sky is Clear
937,2015-26-04,49.34666667,80,broken clouds
938,2015-27-04,50.475,56,broken clouds
939,2015-28-04,55.26833333,38,scattered clouds
940,2015-29-04,61.54083333,68,broken clouds
941,2015-30-04,57.745,26,scattered clouds
942,2015-05-01,53.63416667,56,broken clouds
943,2015-05-02,56.26166667,76,broken clouds
944,2015-05-03,61.1125,88,overcast clouds
945,2015-05-04,67.01458333,8,sky is clear
946,2015-05-05,74.96375,0,Sky is Clear
947,2015-05-06,65.16125,12,few clouds
948,2015-05-07,66.135,76,broken clouds
949,2015-05-08,69.88666667,44,scattered clouds
950,2015-05-09,65.82291667,0,sky is Clear
951,2015-05-10,69.49458333,12,few clouds
952,2015-05-11,73.615,76,light rain
953,2015-05-12,73.23541667,76,broken clouds
954,2015-13-05,65.585,24,few clouds
955,2015-14-05,59.87791667,0,Sky is Clear
956,2015-15-05,60.26958333,0,Sky is Clear
957,2015-16-05,67.10166667,0,Sky is Clear
958,2015-17-05,69.55,92,light rain
959,2015-18-05,69.45666667,56,broken clouds
960,2015-19-05,62.11083333,0,Sky is Clear
961,2015-20-05,62.06958333,32,light rain
962,2015-21-05,54.20375,0,Sky is Clear
963,2015-22-05,57.16083333,56,broken clouds
964,2015-23-05,54.4425,0,Sky is Clear
965,2015-24-05,59.80375,0,Sky is Clear
966,2015-25-05,67.23875,0,Sky is Clear
967,2015-26-05,74.09333333,10,sky is Clear
968,2015-27-05,73.50458333,0,Sky is Clear
969,2015-28-05,71.6075,68,broken clouds
970,2015-29-05,68.7425,44,moderate rain
971,2015-30-05,69.46666667,0,Sky is Clear
972,2015-31-05,72.41666667,0,Sky is Clear
973,2015-06-01,56.97,68,moderate rain
974,2015-06-02,51.93725806,90,light rain
975,2015-06-03,56.409,90,light rain
976,2015-06-04,57.99458333,0,Sky is Clear
977,2015-06-05,60.39916667,64,broken clouds
978,2015-06-06,64.41166667,20,few clouds
979,2015-06-07,63.64458333,0,Sky is Clear
980,2015-06-08,66.17482759,0,Sky is Clear
981,2015-06-09,70.6576,40,heavy intensity rain
982,2015-06-10,71.3048,75,broken clouds
983,2015-06-11,76.68791667,40,scattered clouds
984,2015-06-12,75.39666667,8,moderate rain
985,2015-13-06,78.46541667,8,sky is clear
986,2015-14-06,73.94458333,20,few clouds
987,2015-15-06,73.98709091,24,few clouds
988,2015-16-06,69.91018182,90,light rain
989,2015-17-06,72.16423077,75,light rain
990,2015-18-06,67.20208333,1,light rain
991,2015-19-06,70.05958333,92,light rain
992,2015-20-06,67.50125,0,Sky is Clear
993,2015-21-06,71.74375,92,light rain
994,2015-22-06,74.00708333,68,broken clouds
995,2015-23-06,78.14125,0,Sky is Clear
996,2015-24-06,72.85958333,20,moderate rain
997,2015-25-06,71.89423077,0,Sky is Clear
998,2015-26-06,72.51166667,90,overcast clouds
999,2015-27-06,66.80928571,1,sky is clear
1000,2015-28-06,62.71882353,90,heavy intensity rain
1001,2015-29-06,68.44517241,90,mist
1002,2015-30-06,70.84,20,few clouds
1003,2015-07-01,73.32852941,75,broken clouds
1004,2015-07-02,71.86846154,20,few clouds
1005,2015-07-03,70.95791667,90,light rain
1006,2015-07-04,69.453,90,overcast clouds
1007,2015-07-05,70.08516129,90,overcast clouds
1008,2015-07-06,73.235,90,overcast clouds
1009,2015-07-07,77.53388889,75,broken clouds
1010,2015-07-08,77.90789474,20,few clouds
1011,2015-07-09,72.08026316,90,light rain
1012,2015-07-10,73.70441176,40,moderate rain
1013,2015-07-11,74.86916667,40,scattered clouds
1014,2015-07-12,74.62535714,1,sky is clear
1015,2015-13-07,76.40461538,20,few clouds
1016,2015-14-07,74.43606061,75,broken clouds
1017,2015-15-07,75.24704545,75,broken clouds
1018,2015-16-07,70.6852,75,broken clouds
1019,2015-17-07,70.17862069,20,light rain
1020,2015-18-07,74.69677419,75,broken clouds
1021,2015-19-07,81.74333333,1,sky is clear
1022,2015-20-07,84.42384615,1,sky is clear
1023,2015-21-07,80.14931034,20,few clouds
1024,2015-22-07,73.26103448,75,moderate rain
1025,2015-23-07,72.60625,1,sky is clear
1026,2015-24-07,73.41166667,1,sky is clear
1027,2015-25-07,74.12541667,40,scattered clouds
1028,2015-26-07,77.04958333,1,sky is clear
1029,2015-27-07,76.53382353,90,thunderstorm
1030,2015-28-07,77.9540625,75,broken clouds
1031,2015-29-07,82.13458333,20,few clouds
1032,2015-30-07,79.81571429,40,scattered clouds
1033,2015-31-07,76.1223913,75,light rain
1034,2015-08-01,78.225,5,sky is clear
1035,2015-08-02,76.84708333,1,sky is clear
1036,2015-08-03,78.23625,5,sky is clear
1037,2015-08-04,77.050625,1,sky is clear
1038,2015-08-05,75.86875,20,few clouds
1039,2015-08-06,72.42291667,1,sky is clear
1040,2015-08-07,73.4075,1,sky is clear
1041,2015-08-08,72.06625,90,overcast clouds
1042,2015-08-09,73.145,75,broken clouds
1043,2015-08-10,72.7344,40,scattered clouds
1044,2015-08-11,73.42775,1,sky is clear
1045,2015-08-12,73.12066667,75,light rain
1046,2015-13-08,72.695,1,sky is clear
1047,2015-14-08,73.04041667,20,few clouds
1048,2015-15-08,76.88481481,5,sky is clear
1049,2015-16-08,78.65666667,40,scattered clouds
1050,2015-17-08,80.18692308,20,few clouds
1051,2015-18-08,79.40129032,1,sky is clear
1052,2015-19-08,78.43965517,40,scattered clouds
1053,2015-20-08,78.78576923,75,broken clouds
1054,2015-21-08,76.01692308,75,broken clouds
1055,2015-22-08,73.78375,40,scattered clouds
1056,2015-23-08,71.6696,20,few clouds
1057,2015-24-08,73.48866667,75,broken clouds
1058,2015-25-08,78.2356,1,sky is clear
1059,2015-26-08,72.26,40,scattered clouds
1060,2015-27-08,70.02,40,scattered clouds
1061,2015-28-08,68.44291667,1,sky is clear
1062,2015-29-08,69.00612903,1,sky is clear
1063,2015-30-08,74.2362963,1,sky is clear
1064,2015-31-08,78.90607143,75,mist
1065,2015-09-01,77.96566667,1,sky is clear
1066,2015-09-02,75.511875,75,broken clouds
1067,2015-09-03,77.1253125,40,scattered clouds
1068,2015-09-04,77.3756,75,broken clouds
1069,2015-09-05,72.83375,40,scattered clouds
1070,2015-09-06,69.25592593,1,sky is clear
1071,2015-09-07,74.23541667,40,scattered clouds
1072,2015-09-08,79.86518519,1,sky is clear
1073,2015-09-09,80.12538462,75,broken clouds
1074,2015-09-10,73.34576923,75,broken clouds
1075,2015-09-11,69.85465116,90,heavy intensity rain
1076,2015-09-12,69.41740741,1,sky is clear
1077,2015-13-09,70.20580645,90,light rain
1078,2015-14-09,64.05333333,40,light rain
1079,2015-15-09,67.74,1,sky is clear
1080,2015-16-09,69.54407407,1,sky is clear
1081,2015-17-09,71.51461538,1,sky is clear
1082,2015-18-09,69.00916667,1,sky is clear
1083,2015-19-09,69.81676471,5,thunderstorm with rain
1084,2015-20-09,71.60166667,75,broken clouds
1085,2015-21-09,63.32041667,1,sky is clear
1086,2015-22-09,64.45166667,1,sky is clear
1087,2015-23-09,65.11875,1,sky is clear
1088,2015-24-09,65.51083333,5,sky is clear
1089,2015-25-09,65.91,1,sky is clear
1090,2015-26-09,63.22166667,1,sky is clear
1091,2015-27-09,60.65,40,scattered clouds
1092,2015-28-09,67.2725,75,broken clouds
1093,2015-29-09,72.01090909,90,overcast clouds
1094,2015-30-09,72.75454545,90,light rain
1095,2015-10-01,58.64076923,90,overcast clouds
1096,2015-10-02,51.82205128,90,light rain
1097,2015-10-03,49.41792453,90,moderate rain
1098,2015-10-04,55.01,90,light rain
1099,2015-10-05,55.87458333,5,sky is clear
1100,2015-10-06,57.3052,5,sky is clear
1101,2015-10-07,61.34541667,1,sky is clear
1102,2015-10-08,60.044,1,sky is clear
1103,2015-10-09,64.65102564,5,sky is clear
1104,2015-10-10,59.26366667,90,moderate rain
1105,2015-10-11,53.29222222,1,sky is clear
1106,2015-10-12,58.62384615,1,sky is clear
1107,2015-13-10,61.20703704,5,sky is clear
1108,2015-14-10,60.8144,75,light rain
1109,2015-15-10,54.43833333,5,sky is clear
1110,2015-16-10,55.0575,5,sky is clear
1111,2015-17-10,48.66625,1,sky is clear
1112,2015-18-10,40.07666667,40,scattered clouds
1113,2015-19-10,39.11666667,5,sky is clear
1114,2015-20-10,53.04541667,1,sky is clear
1115,2015-21-10,60.77333333,1,sky is clear
1116,2015-22-10,59.34518519,1,sky is clear
1117,2015-23-10,58.27541667,1,sky is clear
1118,2015-24-10,45.9216,90,haze
1119,2015-25-10,57.04433333,90,overcast clouds
1120,2015-26-10,49.39458333,40,light rain
1121,2015-27-10,46.96541667,1,sky is clear
1122,2015-28-10,55.74769231,82,broken clouds
1123,2015-29-10,66.45433333,90,overcast clouds
1124,2015-30-10,53.8975,75,broken clouds
1125,2015-31-10,46.23807692,10,sky is Clear
1126,2015-11-01,53.79291667,75,broken clouds
1127,2015-11-02,55.3008,75,broken clouds
1128,2015-11-03,54.06538462,75,broken clouds
1129,2015-11-04,57.33416667,1,sky is Clear
1130,2015-11-05,60.09051282,10,sky is Clear
1131,2015-11-06,67.26962963,90,overcast clouds
1132,2015-11-07,63.35416667,75,light rain
1133,2015-11-08,51.34208333,90,overcast clouds
1134,2015-11-09,45.8575,1,sky is clear
1135,2015-11-10,54.07058824,82,broken clouds
1136,2015-11-11,52.46307692,90,overcast clouds
1137,2015-11-12,54.30617647,75,broken clouds
1138,2015-13-11,54.88708333,82,broken clouds
1139,2015-14-11,46.38083333,47,scattered clouds
1140,2015-15-11,44.01041667,10,sky is Clear
1141,2015-16-11,52.89666667,30,scattered clouds
1142,2015-17-11,46.27653846,1,sky is Clear
1143,2015-18-11,45.99541667,40,scattered clouds
1144,2015-19-11,59.415,90,overcast clouds
1145,2015-20-11,57.38285714,90,overcast clouds
1146,2015-21-11,41.4083871,20,light snow
1147,2015-22-11,48.71346154,75,broken clouds
1148,2015-23-11,39.60166667,90,overcast clouds
1149,2015-24-11,34.44375,1,sky is clear
1150,2015-25-11,38.85541667,75,broken clouds
1151,2015-26-11,43.01333333,30,scattered clouds
1152,2015-27-11,48.04083333,75,broken clouds
1153,2015-28-11,53.23785714,75,broken clouds
1154,2015-29-11,42.52666667,90,overcast clouds
1155,2015-30-11,37.63,75,broken clouds
1156,2015-12-01,44.375,82,broken clouds
1157,2015-12-02,47.70061224,90,overcast clouds
1158,2015-12-03,49.61321429,90,overcast clouds
1159,2015-12-04,44.87083333,20,few clouds
1160,2015-12-05,40.068,1,sky is clear
1161,2015-12-06,38.50407407,1,sky is Clear
1162,2015-12-07,40.2590625,75,broken clouds
1163,2015-12-08,42.71875,90,fog
1164,2015-12-09,40.5,65,broken clouds
1165,2015-12-10,51.35269231,90,overcast clouds
1166,2015-12-11,47.83548387,75,broken clouds
1167,2015-12-12,52.8384375,75,broken clouds
1168,2015-13-12,56.04921053,75,broken clouds
1169,2015-14-12,55.71977273,82,broken clouds
1170,2015-15-12,60.4434375,90,light rain
1171,2015-16-12,49.02,75,broken clouds
1172,2015-17-12,51.3545,82,broken clouds
1173,2015-18-12,50.01,90,mist
1174,2015-19-12,36.5275,75,broken clouds
1175,2015-20-12,37.3025,75,broken clouds
1176,2015-21-12,41.13178571,75,broken clouds
1177,2015-22-12,53.77424242,90,overcast clouds
1178,2015-23-12,51.91439024,75,broken clouds
1179,2015-24-12,63.38432432,90,moderate rain
1180,2015-25-12,56.92432432,75,light rain
1181,2015-26-12,53.35862069,90,light rain
1182,2015-27-12,50.62214286,90,light rain
1183,2015-28-12,42.88666667,90,light rain
1184,2015-29-12,37.11428571,90,light rain
1185,2015-30-12,40.50644068,90,light rain
1186,2015-31-12,44.76210526,90,light rain
1187,2016-01-01,39.85708333,75,broken clouds
1188,2016-01-02,34.90416667,20,few clouds
1189,2016-01-03,35.80541667,20,few clouds
1190,2016-01-04,30.00875,20,few clouds
1191,2016-01-05,16.95875,20,few clouds
1192,2016-01-06,25.54333333,1,sky is Clear
1193,2016-01-07,31.88666667,20,few clouds
1194,2016-01-08,35.4937037,40,scattered clouds
1195,2016-01-09,42.05515152,90,light rain
1196,2016-01-10,51.53,90,overcast clouds
1197,2016-01-11,35.265,75,broken clouds
1198,2016-01-12,28.50148148,20,few clouds
1199,2016-13-01,26.94,75,broken clouds
1200,2016-14-01,26.79416667,82,broken clouds
1201,2016-15-01,36.9952,75,broken clouds
1202,2016-16-01,43.08555556,90,overcast clouds
1203,2016-17-01,36.08346154,82,broken clouds
1204,2016-18-01,25.68444444,75,broken clouds
1205,2016-19-01,20.91666667,20,few clouds
1206,2016-20-01,29.87458333,20,few clouds
1207,2016-21-01,29.995,90,overcast clouds
1208,2016-22-01,24.59375,57,broken clouds
1209,2016-23-01,26.15560976,90,overcast clouds
1210,2016-24-01,26.72625,90,overcast clouds
1211,2016-25-01,27.6684,40,scattered clouds
1212,2016-26-01,32.66074074,30,scattered clouds
1213,2016-27-01,41.49458333,90,overcast clouds
